province_territory,category_1,category_2,category_3,total_flag,year,value
Manitoba,Agreements,Provincial/Territorial - International,,False,2021,
Manitoba,Agreements,,,True,2021,"1,805"
Manitoba,Canadian Interests,Significant benefit,,False,2021,715
Manitoba,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,90
Manitoba,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,10
Manitoba,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,170
Manitoba,Canadian Interests,Reciprocal Employment,,True,2021,270
Manitoba,Canadian Interests,"Research, educational or training programs",,False,2021,10
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,"1,060"
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,"1,400"
Manitoba,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"7,285"
Manitoba,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,100
Manitoba,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Manitoba,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Manitoba,Canadian Interests,Competitiveness and public policy,,True,2021,"9,845"
Manitoba,Canadian Interests,Charitable or religious work,,False,2021,125
Manitoba,Canadian Interests,,,True,2021,"10,970"
Manitoba,Other IMP Participants,,,False,2021,"1,415"
Manitoba,Vulnerable workers,Vulnerable workers,,False,2021,50
Manitoba,Vulnerable workers,,,True,2021,50
Manitoba,,,,True,2021,"14,240"
Saskatchewan,Agreements,Canada-International,Non-Trade,False,2021,
Saskatchewan,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,80
Saskatchewan,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,5
Saskatchewan,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,
Saskatchewan,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,5
Saskatchewan,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,30
Saskatchewan,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,140
Saskatchewan,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,
Saskatchewan,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2021,0
Saskatchewan,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
Saskatchewan,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Saskatchewan,Agreements,Canada-International,,True,2021,265
Saskatchewan,Agreements,Canada - Provincial/Territorial,,False,2021,"1,675"
Saskatchewan,Agreements,Other Agreements,,False,2021,0
Saskatchewan,Agreements,Provincial/Territorial - International,,False,2021,10
Saskatchewan,Agreements,,,True,2021,"1,950"
Saskatchewan,Canadian Interests,Significant benefit,,False,2021,645
Saskatchewan,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,105
Saskatchewan,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,10
Saskatchewan,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,95
Saskatchewan,Canadian Interests,Reciprocal Employment,,True,2021,210
Saskatchewan,Canadian Interests,"Research, educational or training programs",,False,2021,
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,"1,135"
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,520
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"2,905"
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,95
Saskatchewan,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,,True,2021,"4,655"
Saskatchewan,Canadian Interests,Charitable or religious work,,False,2021,80
Saskatchewan,Canadian Interests,,,True,2021,"5,590"
Saskatchewan,Other IMP Participants,,,False,2021,460
Saskatchewan,Vulnerable workers,Vulnerable workers,,False,2021,20
Saskatchewan,Vulnerable workers,,,True,2021,20
Saskatchewan,,,,True,2021,"8,020"
Alberta,Agreements,Canada-International,Non-Trade,False,2021,60
Alberta,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,530
Alberta,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,75
Alberta,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,
Alberta,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,
Alberta,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2021,
Alberta,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,25
Alberta,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,60
Alberta,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,880
Alberta,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2021,
Alberta,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
Alberta,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
Alberta,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2021,0
Alberta,Agreements,Canada-International,,True,2021,"1,640"
Alberta,Agreements,Canada - Provincial/Territorial,,False,2021,950
Alberta,Agreements,Other Agreements,,False,2021,0
Alberta,Agreements,Provincial/Territorial - International,,False,2021,
Alberta,Agreements,,,True,2021,"2,595"
Alberta,Canadian Interests,Significant benefit,,False,2021,"2,870"
Alberta,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,"1,620"
Alberta,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,100
Alberta,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,415
Alberta,Canadian Interests,Reciprocal Employment,,True,2021,"2,135"
Alberta,Canadian Interests,"Research, educational or training programs",,False,2021,10
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,"4,320"
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,"2,175"
Alberta,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"10,730"
Alberta,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,805
Alberta,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
Alberta,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
Alberta,Canadian Interests,Competitiveness and public policy,,True,2021,"18,030"
Alberta,Canadian Interests,Charitable or religious work,,False,2021,245
Alberta,Canadian Interests,,,True,2021,"23,290"
Alberta,Other IMP Participants,,,False,2021,"1,155"
Alberta,Vulnerable workers,Vulnerable workers,,False,2021,160
Alberta,Vulnerable workers,,,True,2021,160
Alberta,,,,True,2021,"27,195"
British Columbia,Agreements,Canada-International,Non-Trade,False,2021,125
British Columbia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,835
British Columbia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,250
British Columbia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,10
British Columbia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,10
British Columbia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2021,
British Columbia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,50
British Columbia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,300
British Columbia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,"1,680"
British Columbia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2021,0
British Columbia,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2021,0
British Columbia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2021,0
British Columbia,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2021,0
British Columbia,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2021,0
British Columbia,Agreements,Canada-International,,True,2021,"3,265"
British Columbia,Agreements,Canada - Provincial/Territorial,,False,2021,"2,690"
British Columbia,Agreements,Other Agreements,,False,2021,0
British Columbia,Agreements,Provincial/Territorial - International,,False,2021,20
British Columbia,Agreements,,,True,2021,"5,975"
British Columbia,Canadian Interests,Significant benefit,,False,2021,"6,765"
British Columbia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2021,"6,075"
British Columbia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2021,90
British Columbia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2021,"1,195"
British Columbia,Canadian Interests,Reciprocal Employment,,True,2021,"7,360"
British Columbia,Canadian Interests,"Research, educational or training programs",,False,2021,15
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2021,"10,945"
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2021,"6,880"
British Columbia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2021,"35,050"
British Columbia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2021,835
British Columbia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2021,0
British Columbia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2021,0
British Columbia,Canadian Interests,Competitiveness and public policy,,True,2021,"53,710"
British Columbia,Canadian Interests,Charitable or religious work,,False,2021,605
British Columbia,Canadian Interests,,,True,2021,"68,455"
British Columbia,Other IMP Participants,,,False,2021,"3,220"
British Columbia,Vulnerable workers,Vulnerable workers,,False,2021,135
British Columbia,Vulnerable workers,,,True,2021,135
British Columbia,,,,True,2021,"77,785"
Yukon,Agreements,Canada-International,Non-Trade,False,2021,
Yukon,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2021,
Yukon,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2021,
Yukon,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2021,0
Yukon,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2021,
Yukon,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2021,0
Yukon,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2021,5
Yukon,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2021,0
Yukon,Agreements,Canada-International,,True,2021,15
Yukon,Agreements,Canada - Provincial/Territorial,,False,2021,220
Yukon,Agreements,Other Agreements,,False,2021,0
Yukon,Agreements,Provincial/Territorial - International,,False,2021,
Yukon,Agreements,,,True,2021,235
Yukon,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2021,15
Yukon,Canadian Interests,Significant benefit,Intra-company transfers,False,2021,5
Yukon,Canadian Interests,Significant benefit,Significant benefit - general,False,2021,30
Yukon,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2021,0
Yukon,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2021,10
Yukon,Canadian Interests,Significant benefit,Rural and Northern Immigration Pilot,False,2021,
Yukon,Canadian Interests,Significant benefit,,True,2021,65
